pos_dic,Up,Down,total,Polarity Score,Polarity
건설/NNG;경기/NNG;둔화/NNG,16,3,19,3.477494263478579,Hawkish
지수/NNG;떨어/VV,45,21,66,1.3972075165762148,Hawkish
글로벌/NNG;수요/NNG;둔화/NNG,16,6,22,1.7387471317392895,Hawkish
빈틈없이/MAG,16,3,19,3.477494263478579,Hawkish
전락/NNG,29,13,42,1.454528850589598,Hawkish
적자/NNG;확대/NNG,19,8,27,1.548571664205305,Hawkish
부동산/NNG;가격/NNG;하락/NNG,32,16,48,1.304060348804467,Hawkish
농협/NNG,680,274,954,1.6181770751588276,Hawkish
재료비/NNG,36,11,47,2.133916934407309,Hawkish
원재료/NNG,159,54,213,1.9198666246287983,Hawkish
조망/NNG,49,19,68,1.6815515024057603,Hawkish
금산분리/NNG,37,16,53,1.507819778305165,Hawkish
사업부문/NNG,226,62,288,2.3767551518533026,Hawkish
한눈/NNG,34,7,41,3.16700370423942,Hawkish
공제제도/NNG,13,4,17,2.119098066807259,Hawkish
서구/NNG,33,7,40,3.073856536467672,Hawkish
영업이익/NNG;개선/NNG,35,14,49,1.6300754360055838,Hawkish
수협/NNG,76,15,91,3.3036195503046497,Hawkish
모임/NNG,270,56,326,3.143716912296483,Hawkish
환기/NNG,24,10,34,1.5648724185653602,Hawkish
강하/VA;경제/NNG;성장/NNG,18,5,23,2.3473086278480406,Hawkish
도미노/NNG,21,5,26,2.738526732489381,Hawkish
초과유동성/NNG,18,1,19,11.736543139240204,Hawkish
전사/NNG,93,38,131,1.5957580584054665,Hawkish
마지노선/NNG,39,19,58,1.3383777264045846,Hawkish
순이자마진/NNG;하락/NNG,16,7,23,1.4903546843479625,Hawkish
재정/NNG;적자/NNG;증가/NNG,16,7,23,1.4903546843479625,Hawkish
환경/NNG;개선/NNG,101,21,122,3.135954648315504,Hawkish
건너/VV,47,19,66,1.612916747205525,Hawkish
결의/NNG,165,25,190,4.303399151054741,Hawkish
일정금액/NNG,27,13,40,1.3542165160661772,Hawkish
제보/NNG,1555,749,2304,1.3536808026641831,Hawkish
가격/NNG;밀/VV;오르/VV,15,5,20,1.9560905232067003,Hawkish
스탠바이/NNG,20,1,21,13.04060348804467,Hawkish
공동투자/NNG,24,9,33,1.738747131739289,Hawkish
갉아먹/VV,16,5,21,2.0864965580871475,Hawkish
단정/NNG,49,16,65,1.99684240910684,Hawkish
관할/NNG,22,10,32,1.4344663836849136,Hawkish
건설/NNG;경기/NNG;부진/NNG,22,9,31,1.5938515374276818,Hawkish
강하/VA;회복/NNG,27,9,36,1.9560905232067003,Hawkish
순대/NNG,13,5,18,1.6952784534458072,Hawkish
배민/NNG,17,6,23,1.847418827472995,Hawkish
부촌/NNG,24,2,26,7.824362092826802,Hawkish
운항/NNG,53,4,57,8.639399810829595,Hawkish
구매/NNG;심리/NNG;위축/NNG,19,1,20,12.388573313642436,Hawkish
개구리/NNG,24,2,26,7.824362092826802,Hawkish
고개/NNG,151,67,218,1.469500840816974,Hawkish
중계/NNG,70,26,96,1.7554658541598596,Hawkish
자본잠식/NNG,83,28,111,1.9328037312637636,Hawkish
이튿날/NNG,37,5,42,4.825023290576528,Hawkish
원유/NNG;수요/NNG;증가/NNG,12,6,18,1.3040603488044669,Hawkish
다중채무자/NNG,140,38,178,2.402216432008229,Hawkish
사무/NNG,50,9,59,3.622389857790186,Hawkish
제금/NNG,48,4,52,7.824362092826802,Hawkish
장례비/NNG,19,1,20,12.388573313642436,Hawkish
뛰어들/VV,84,36,120,1.5214037402718783,Hawkish
찬바람/NNG,25,6,31,2.71679239334264,Hawkish
외평기금/NNG,20,7,27,1.8629433554349528,Hawkish
fed/NNG;인플레이션/NNG;둔화/NNG,16,4,20,2.608120697608934,Hawkish
질의/NNG,82,15,97,3.564431620065543,Hawkish
징후/NNG,132,47,179,1.8312336812998895,Hawkish
본점/NNG,254,114,368,1.452768985071643,Hawkish
범죄/NNG,113,21,134,3.508543319402494,Hawkish
구청장/NNG,14,3,17,3.042807480543756,Hawkish
매가/NNG,28,9,37,2.0285383203625043,Hawkish
도보/NNG,87,24,111,2.363609382208097,Hawkish
위헌/NNG,32,13,45,1.6049973523747287,Hawkish
막론/NNG,17,6,23,1.847418827472995,Hawkish
금리/NNG;인하/NNG;미루/VV,102,42,144,1.5835018521197095,Hawkish
fed/NNG;금리/NNG;인하/NNG;아니/VCN,15,5,20,1.9560905232067003,Hawkish
서비스업/NNG;생산/NNG;감소/NNG,19,2,21,6.194286656821219,Hawkish
숙련/NNG,35,11,46,2.0746414640071067,Hawkish
대손비용/NNG;줄/VV,17,1,18,11.08451296483797,Hawkish
전입/NNG,27,7,34,2.514973529837186,Hawkish
은산분리/NNG,13,5,18,1.6952784534458072,Hawkish
손실/NNG;부담/NNG,27,10,37,1.7604814708860304,Hawkish
통화정책/NNG;긴축/NNG,41,12,53,2.2277697625409645,Hawkish
안건/NNG,156,33,189,3.082324460810558,Hawkish
코리아디스카운트/NNG,97,34,131,1.860203732853431,Hawkish
준주거지역/NNG,14,6,20,1.521403740271878,Hawkish
경기/NNG;저하/NNG,14,7,21,1.3040603488044669,Hawkish
생필품/NNG,27,4,31,4.401203677215076,Hawkish
지켜냈/VV,17,7,24,1.58350185211971,Hawkish
전셋집/NNG,43,3,46,9.34576583309868,Hawkish
예비타당성조사/NNG,26,6,32,2.825464089076345,Hawkish
대학/NNG,133,56,189,1.5485716642053045,Hawkish
경기/NNG;부정적/VAX,22,10,32,1.4344663836849136,Hawkish
학동/NNG,12,5,17,1.5648724185653602,Hawkish
미상환/NNG,20,9,29,1.4489559431160743,Hawkish
주액/NNG,26,10,36,1.6952784534458072,Hawkish
esg투자/NNG,16,3,19,3.477494263478579,Hawkish
부진/NNG;높/VA,26,1,27,16.952784534458072,Hawkish
자동차금융/NNG,41,16,57,1.6708273219057237,Hawkish
초중/NNG,23,10,33,1.499669401125137,Hawkish
패스트트랙/NNG,24,10,34,1.5648724185653602,Hawkish
따내/VV,17,8,25,1.3855641206047462,Hawkish
경관/NNG,32,7,39,2.9807093686959245,Hawkish
중후/NNG,17,5,22,2.216902592967594,Hawkish
장년/NNG,14,3,17,3.042807480543756,Hawkish
시도/NNG,451,200,651,1.4703280432770365,Hawkish
최고점/NNG,87,30,117,1.890887505766477,Hawkish
무역업/NNG,15,2,17,4.890226308016751,Hawkish
공기/NNG,47,10,57,3.064541819690497,Hawkish
부대/NNG,45,15,60,1.9560905232067003,Hawkish
숏커버/NNG,23,5,28,2.999338802250274,Hawkish
구도/NNG,122,46,168,1.7292974190667934,Hawkish
장내/NNG,64,32,96,1.304060348804467,Hawkish
퇴직연금제도/NNG,16,3,19,3.477494263478579,Hawkish
실거주/NNG,128,24,152,3.477494263478579,Hawkish
기저효과/NNG,421,205,626,1.3390473337723916,Hawkish
인베스트먼트/NNG,146,68,214,1.3999471391577367,Hawkish
심하/VA,250,120,370,1.3583961966713196,Hawkish
어쩌/VV,15,5,20,1.9560905232067003,Hawkish
판매수수료/NNG,45,4,49,7.335339462025128,Hawkish
설비/NNG;투자/NNG;상승/NNG,16,2,18,5.216241395217868,Hawkish
협의/NNG,401,168,569,1.5563339281862836,Hawkish
여가/NNG,50,10,60,3.260150872011168,Hawkish
후인/NNG,15,6,21,1.6300754360055836,Hawkish
아트/NNG,46,9,55,3.332598669166971,Hawkish
자사주/NNG,495,113,608,2.8562383745938544,Hawkish
가사/NNG,40,18,58,1.4489559431160743,Hawkish
이미지/NNG,92,30,122,1.9995592015001824,Hawkish
위례/NNG,72,33,105,1.422611289604873,Hawkish
대손비용/NNG;감소/NNG,25,1,26,16.300754360055837,Hawkish
버거/NNG,54,4,58,8.802407354430152,Hawkish
치마/NNG,37,1,38,24.12511645288264,Hawkish
인플레이션/NNG;억제/NNG,21,7,28,1.9560905232067007,Hawkish
가동/NNG,240,83,323,1.885388456102844,Hawkish
권유/NNG,232,26,258,5.818115402358392,Hawkish
투자의견/NNG,171,71,242,1.5703825327152383,Hawkish
투자기회/NNG,81,40,121,1.3203611031645228,Hawkish
권대/NNG,27,13,40,1.3542165160661772,Hawkish
걷혀/VV,31,11,42,1.8375395824062943,Hawkish
금리/NNG;인하/NNG;쉽/VA;않/VX,26,13,39,1.304060348804467,Hawkish
경제/NNG;수출/NNG;증가/NNG,14,7,21,1.3040603488044669,Hawkish
단지도/VA,42,10,52,2.738526732489381,Hawkish
집주인/NNG,145,72,217,1.3131163234489422,Hawkish
과잉/NNG,397,174,571,1.4876780415959008,Hawkish
고부가/NNG,82,6,88,8.911079050163858,Hawkish
의결/NNG,256,92,348,1.8143448331192584,Hawkish
적합성원칙/NNG,111,1,112,72.37534935864792,Hawkish
김치프리미엄/NNG,56,10,66,3.651368976652508,Hawkish
경기/NNG;개선/NNG,94,44,138,1.3929735544047714,Hawkish
맞불/NNG,16,4,20,2.608120697608934,Hawkish
안마/NNG,21,7,28,1.9560905232067007,Hawkish
동맹국/NNG,22,9,31,1.5938515374276818,Hawkish
재취업/NNG,26,5,31,3.3905569068916144,Hawkish
자금/NNG;조달/NNG;부담/NNG,26,6,32,2.825464089076345,Hawkish
직설/NNG,13,6,19,1.4127320445381726,Hawkish
반년/NNG,93,33,126,1.8375395824062943,Hawkish
사활/NNG,35,8,43,2.852632013009772,Hawkish
리스크온/NNG,16,3,19,3.477494263478579,Hawkish
고변동성/NNG;확대/NNG,14,4,18,2.282105610407817,Hawkish
하소연/NNG,24,8,32,1.9560905232067003,Hawkish
물가/NNG;상승/NNG;확대/NNG,12,6,18,1.3040603488044669,Hawkish
불안/NNG;우려/NNG,26,9,35,1.8836427260508968,Hawkish
큐레이션/NNG,17,2,19,5.542256482418985,Hawkish
물가/NNG;경로/NNG;불확실성/NNG,13,5,18,1.6952784534458072,Hawkish
트리플/NNG,78,6,84,8.476392267229036,Hawkish
원자/NNG,80,37,117,1.409794971680505,Hawkish
시험/NNG,52,24,76,1.4127320445381726,Hawkish
트래버스/NNG,16,1,17,10.432482790435737,Hawkish
제언/NNG,181,79,260,1.4938919185671429,Hawkish
고의/NNG,15,2,17,4.890226308016751,Hawkish
etf/NNG,4965,2466,7431,1.312785813425421,Hawkish
본지/NNG,29,12,41,1.575739588138731,Hawkish
불과/MAG,844,410,1254,1.3422279687694758,Hawkish
레몬/NNG,26,3,29,5.65092817815269,Hawkish
공인중개업소/NNG,30,3,33,6.520301744022334,Hawkish
대손충당/NNG,14,5,19,1.8256844883262535,Hawkish
각기/MAG,41,20,61,1.3366618575245786,Hawkish
서명/NNG,96,26,122,2.4074960285620928,Hawkish
층수/NNG,14,6,20,1.521403740271878,Hawkish
정유/NNG,279,84,363,2.1656716506931324,Hawkish
산업/NNG;확산/NNG,16,3,19,3.477494263478579,Hawkish
잉여금/NNG,50,20,70,1.6300754360055838,Hawkish
사업다각화/NNG,65,21,86,2.0181886350545324,Hawkish
품질관리/NNG,34,8,42,2.7711282412094924,Hawkish
면담/NNG,83,28,111,1.9328037312637636,Hawkish
fed/NNG;금리/NNG;인하/NNG;기대/NNG;살/VV,15,5,20,1.9560905232067003,Hawkish
경제/NNG;높/VA,43,13,56,2.1567151922535417,Hawkish
만회/NNG,173,42,215,2.685743337418724,Hawkish
생산/NNG;차질/NNG,16,8,24,1.304060348804467,Hawkish
내다본/VV,23,5,28,2.999338802250274,Hawkish
비농업/NNG;고용/NNG;증가/NNG,38,9,47,2.7530162919205416,Hawkish
느껴질/VV,18,4,22,2.9341357848100507,Hawkish
동학/NNG,19,7,26,1.7697961876632051,Hawkish
우회/NNG,68,21,89,2.11133580282628,Hawkish
활기/NNG,127,47,174,1.7618687691294392,Hawkish
아세안+3/NNG,33,2,35,10.758497877636852,Hawkish
준사관/NNG,29,1,30,18.908875057664773,Hawkish
농산/NNG,21,3,24,4.564211220815635,Hawkish
재배/NNG,98,6,104,10.649826181903148,Hawkish
경주/NNG,15,6,21,1.6300754360055836,Hawkish
분야/NNG,1181,552,1733,1.3950138332772424,Hawkish
금천/NNG,18,4,22,2.9341357848100507,Hawkish
제이차/NNG,32,3,35,6.954988526957158,Hawkish
심리/NNG;안정/NNG,30,9,39,2.1734339146741117,Hawkish
수비대/NNG,16,2,18,5.216241395217868,Hawkish
올리브유/NNG,15,2,17,4.890226308016751,Hawkish
가격/NNG;인하/NNG,59,22,81,1.7486263768059898,Hawkish
부영/NNG,15,2,17,4.890226308016751,Hawkish
원금손실/NNG,101,28,129,2.351965986236628,Hawkish
적립/NNG,703,266,969,1.7232226037773315,Hawkish
화주/NNG,43,5,48,5.607459499859209,Hawkish
태어나/VV,18,5,23,2.3473086278480406,Hawkish
확정/NNG,680,336,1016,1.319584876766425,Hawkish
대란/NNG,63,28,91,1.467067892405025,Hawkish
금원/NNG,52,20,72,1.6952784534458072,Hawkish
집합/NNG,96,17,113,3.6820527495655537,Hawkish
이르/VV,832,401,1233,1.352840661103886,Hawkish
이동평균/NNG,95,9,104,6.882540729801353,Hawkish
금리/NNG;인하/NNG;기대/NNG;찬물/NNG,15,4,19,2.4451131540083755,Hawkish
중량/NNG,27,1,28,17.604814708860303,Hawkish
혼례/NNG,19,1,20,12.388573313642436,Hawkish
소하천/NNG,47,1,48,30.645418196904977,Hawkish
영업망/NNG,49,3,52,10.649826181903148,Hawkish
강제경매/NNG,16,2,18,5.216241395217868,Hawkish
발령/NNG,15,7,22,1.3972075165762146,Hawkish
컨틴전시플랜/NNG,24,11,35,1.4226112896048728,Hawkish
응대/NNG,25,5,30,3.260150872011168,Hawkish
원전사태/NNG,16,1,17,10.432482790435737,Hawkish
고유가/NNG;고금리/NNG,49,5,54,6.389895709141888,Hawkish
인하/NNG;불확실성/NNG,13,6,19,1.4127320445381726,Hawkish
평수/NNG,34,14,48,1.58350185211971,Hawkish
산책로/NNG,22,6,28,2.3907773061415227,Hawkish
수익성/NNG;회복/NNG,21,10,31,1.3692633662446905,Hawkish
원가/NNG;부담/NNG,19,7,26,1.7697961876632051,Hawkish
가속/NNG,393,188,581,1.3630205241493496,Hawkish
금융정책/NNG,122,54,176,1.4731052088346757,Hawkish
손가락/NNG,19,6,25,2.0647622189404062,Hawkish
하드/NNG,16,7,23,1.4903546843479625,Hawkish
테니스/NNG,26,6,32,2.825464089076345,Hawkish
동영상/NNG,101,41,142,1.6062206735274531,Hawkish
액상/NNG,17,3,20,3.69483765494599,Hawkish
낮/VA;금리/NNG;인하/NNG,26,13,39,1.304060348804467,Hawkish
세간/NNG,17,3,20,3.69483765494599,Hawkish
예상/NNG;좋/VA,28,6,34,3.042807480543756,Hawkish
재산/NNG,141,68,209,1.352003743981102,Hawkish
금리/NNG;하락/NNG;압력/NNG,15,6,21,1.6300754360055836,Hawkish
확약/NNG,80,24,104,2.173433914674112,Hawkish
수출/NNG;증가/NNG,192,79,271,1.5846809301927698,Hawkish
전시관/NNG,40,9,49,2.8979118862321487,Hawkish
오가/VV,61,20,81,1.988692031926812,Hawkish
민자사업/NNG,83,12,95,4.509875372948781,Hawkish
심리/NNG;악화/NNG,31,11,42,1.8375395824062943,Hawkish
추후/NNG,181,79,260,1.4938919185671429,Hawkish
캐시카우/NNG,33,7,40,3.073856536467672,Hawkish
수출/NNG;호조/NNG,161,65,226,1.6150285858270703,Hawkish
실적/NNG;성장/NNG,78,25,103,2.0343341441349683,Hawkish
잡화/NNG,16,7,23,1.4903546843479625,Hawkish
들어간다/VV,20,10,30,1.304060348804467,Hawkish
소문/NNG,42,17,59,1.61089807793493,Hawkish
하락장/NNG,49,15,64,2.129965236380629,Hawkish
법률/NNG,188,91,279,1.3470513493145044,Hawkish
치킨/NNG,73,21,94,2.2665810824458594,Hawkish
참패/NNG,82,20,102,2.673323715049157,Hawkish
적립금/NNG,192,76,268,1.6472341248056426,Hawkish
모험자본/NNG,29,2,31,9.454437528832386,Hawkish
민간/NNG;소비/NNG;증가/NNG,47,12,59,2.553784849742081,Hawkish
셈법/NNG,49,9,58,3.5499420606343826,Hawkish
사잇돌대출/NNG,49,23,72,1.3891077628569324,Hawkish
청룡/NNG,14,5,19,1.8256844883262535,Hawkish
순차/NNG,97,44,141,1.437430157204924,Hawkish
곤혹/NNG,28,5,33,3.651368976652508,Hawkish
매수의견/NNG,17,6,23,1.847418827472995,Hawkish
불판/NNG,18,1,19,11.736543139240204,Hawkish
역마진/NNG,48,23,71,1.3607586248394437,Hawkish
수요/NNG;감소/NNG,130,46,176,1.842693971136747,Hawkish
선보일/VV,54,21,75,1.6766490198914574,Hawkish
자치/NNG,71,29,100,1.5963497373296065,Hawkish
예측가능성/NNG,46,15,61,1.9995592015001824,Hawkish
정주/NNG,38,19,57,1.304060348804467,Hawkish
지수/NNG;급등/NNG,21,8,29,1.7115792078058631,Hawkish
건전성/NNG;우려/NNG,29,8,37,2.363609382208097,Hawkish
김치/NNG,20,8,28,1.6300754360055838,Hawkish
균열/NNG,24,8,32,1.9560905232067003,Hawkish
공급원/NNG,20,1,21,13.04060348804467,Hawkish
가온/NNG,15,4,19,2.4451131540083755,Hawkish
사양/NNG,32,6,38,3.477494263478579,Hawkish
양자/NNG,138,42,180,2.142384858750196,Hawkish
총파업/NNG,17,5,22,2.216902592967594,Hawkish
부동산신탁/NNG,108,40,148,1.7604814708860304,Hawkish
잡음/NNG,22,10,32,1.4344663836849136,Hawkish
기쁘/VA,24,6,30,2.6081206976089337,Hawkish
가락/NNG,17,2,19,5.542256482418985,Hawkish
곰곰/MAG,18,5,23,2.3473086278480406,Hawkish
금융지원/NNG,709,262,971,1.7644633345465024,Hawkish
무역지수/NNG,18,9,27,1.3040603488044669,Hawkish
액면가/NNG,33,6,39,3.586165959212284,Hawkish
이표/NNG,84,28,112,1.9560905232067007,Hawkish
공급/NNG;불안/NNG,13,4,17,2.119098066807259,Hawkish
우려/NNG;불확실성/NNG,14,3,17,3.042807480543756,Hawkish
도강/NNG,43,8,51,3.504662187412005,Hawkish
대출/NNG;줄/VV,30,14,44,1.3972075165762146,Hawkish
국세청/NNG,47,18,65,1.702523233161387,Hawkish
실업수당청구/NNG,460,211,671,1.4214875840048693,Hawkish
수다/NNG,27,6,33,2.9341357848100507,Hawkish
긴급회의/NNG,12,6,18,1.3040603488044669,Hawkish
용적률/NNG,150,59,209,1.6577038332260174,Hawkish
관련주식/NNG,367,159,526,1.505000465444149,Hawkish
그해/NNG,25,7,32,2.328679194293691,Hawkish
기존점/NNG,28,1,29,18.256844883262534,Hawkish
사무처장/NNG,44,9,53,3.187703074855364,Hawkish
ira/NNG,79,35,114,1.4717252507936127,Hawkish
순수출/NNG,141,59,200,1.5582416032324564,Hawkish
밸류/NNG,1545,573,2118,1.7580918315034044,Hawkish
용역/NNG,92,21,113,2.856513145000261,Hawkish
전망/NNG;많/VA,46,13,59,2.3071836940386725,Hawkish
변곡점/NNG,140,58,198,1.573865938212288,Hawkish
인지도/NNG,52,8,60,4.238196133614518,Hawkish
물동량/NNG,29,13,42,1.454528850589598,Hawkish
살포/NNG,26,6,32,2.825464089076345,Hawkish
오락가락/MAG,24,8,32,1.9560905232067003,Hawkish
전환사채/NNG,87,39,126,1.4545288505895977,Hawkish
행정처분/NNG,15,2,17,4.890226308016751,Hawkish
불씨/NNG,69,33,102,1.3633358192046698,Hawkish
세금/NNG,632,298,930,1.3828290947054078,Hawkish
성장전략/NNG,56,12,68,3.042807480543756,Hawkish
요원/NNG,50,17,67,1.9177358070653927,Hawkish
위비/NNG,119,18,137,4.310643930770321,Hawkish
순탄/NNG,41,20,61,1.3366618575245786,Hawkish
주리/NNG,113,9,122,8.18660107860582,Hawkish
임금채권/NNG,27,1,28,17.604814708860303,Hawkish
관광지/NNG,15,6,21,1.6300754360055836,Hawkish
부진/NNG;빠지/VV,13,6,19,1.4127320445381726,Hawkish
청사/NNG,49,18,67,1.7749710303171913,Hawkish
마주/MAG,38,10,48,2.4777146627284874,Hawkish
구입자금/NNG,73,17,90,2.799894278315473,Hawkish
수요/NNG;성장/NNG;둔화/NNG,21,3,24,4.564211220815635,Hawkish
프라/NNG,30,11,41,1.7782641120060911,Hawkish
바움/NNG,34,2,36,11.08451296483797,Hawkish
나선다/VV,149,73,222,1.3308561093963396,Hawkish
판매/NNG;부진/NNG,58,16,74,2.363609382208097,Hawkish
정착/NNG,159,45,204,2.3038399495545585,Hawkish
선제/NNG;자본/NNG;확충/NNG,19,3,22,4.1295244378808125,Hawkish
연이/VV,179,88,267,1.326288650204543,Hawkish
즐길/VV,48,17,65,1.8410263747827769,Hawkish
높/VA;물가/NNG;상승/NNG,15,7,22,1.3972075165762146,Hawkish
가입금액/NNG,40,13,53,2.006246690468411,Hawkish
환경/NNG;불확실성/NNG,16,4,20,2.608120697608934,Hawkish
굳건히/MAG,25,7,32,2.328679194293691,Hawkish
동성/NNG,26,5,31,3.3905569068916144,Hawkish
고리/MAG,22,5,27,2.8689327673698277,Hawkish
공고히/MAG,44,11,55,2.6081206976089337,Hawkish
위기/NNG;확산/NNG,12,6,18,1.3040603488044669,Hawkish
흔들/VV,326,144,470,1.4761238670495007,Hawkish
금지/NNG,292,126,418,1.5110540549639064,Hawkish
예상/NNG;확대/NNG,34,6,40,3.69483765494599,Hawkish
강경/NNG,76,33,109,1.5016452501384772,Hawkish
찬밥/NNG,17,3,20,3.69483765494599,Hawkish
플러스/NNG;성장/NNG,19,9,28,1.3765081459602708,Hawkish
리얼/NNG,61,23,84,1.7292974190667934,Hawkish
건설채/NNG,39,17,56,1.4958339295110064,Hawkish
피해/NNG;방지/NNG,16,1,17,10.432482790435737,Hawkish
긴장/NNG,734,284,1018,1.685176577504364,Hawkish
도마/NNG,28,12,40,1.521403740271878,Hawkish
구성원/NNG,36,13,49,1.8056220214215697,Hawkish
금리/NNG;인하/NNG;기대/NNG;약하/VA,35,14,49,1.6300754360055838,Hawkish
높/VA;성장/NNG,71,29,100,1.5963497373296065,Hawkish
매수전략/NNG,617,48,665,8.381304533462043,Hawkish
수입/NNG;늘/VV,36,15,51,1.5648724185653602,Hawkish
피해자/NNG,669,89,758,4.901215580619036,Hawkish
출연/NNG,424,139,563,1.9889265751550145,Hawkish
인플레이션/NNG;충격/NNG,19,6,25,2.0647622189404062,Hawkish
손님/NNG,31,15,46,1.3475290270979492,Hawkish
화폐발행액/NNG,15,4,19,2.4451131540083755,Hawkish
수익성/NNG;개선/NNG,156,62,218,1.6405920517217487,Hawkish
청정/NNG,24,6,30,2.6081206976089337,Hawkish
판매대수/NNG,31,9,40,2.2458817118299157,Hawkish
고대/NNG,16,4,20,2.608120697608934,Hawkish
최다/NNG,110,54,164,1.3282096145230682,Hawkish
대화/NNG,118,53,171,1.451689822254029,Hawkish
프리미엄/NNG,748,307,1055,1.5886598386086992,Hawkish
배문/NNG,57,1,58,37.16571994092731,Hawkish
발열/NNG,19,4,23,3.0971433284106094,Hawkish
국비/NNG,15,4,19,2.4451131540083755,Hawkish
선진시장/NNG,37,18,55,1.3402842473823688,Hawkish
대출/NNG;어렵/VA,42,10,52,2.738526732489381,Hawkish
미약/NNG;증가/NNG,19,5,24,2.4777146627284874,Hawkish
전원/NNG,115,56,171,1.3389905367188724,Hawkish
주인공/NNG,40,19,59,1.3726951040047022,Hawkish
중대재해/NNG,135,23,158,3.827133632360936,Hawkish
적절/NNG,866,347,1213,1.627256861764652,Hawkish
글로벌스타/NNG,17,1,18,11.08451296483797,Hawkish
잃어버린/VV,24,11,35,1.4226112896048728,Hawkish
목도/NNG,13,6,19,1.4127320445381726,Hawkish
하이브리드/NNG,255,78,333,2.1316371086226864,Hawkish
주택담보대출/NNG;증가/NNG;확대/NNG,17,2,19,5.542256482418985,Hawkish
버텨온/VV,20,4,24,3.260150872011168,Hawkish
자금/NNG;공급/NNG;확대/NNG,40,2,42,13.04060348804467,Hawkish
전업/NNG,179,78,257,1.4963256566410228,Hawkish
예상/NNG;증가/NNG,38,9,47,2.7530162919205416,Hawkish
예상/NNG;상회/NNG,164,55,219,1.94423542912666,Hawkish
자주포/NNG,17,1,18,11.08451296483797,Hawkish
양도세/NNG,195,69,264,1.842693971136747,Hawkish
구속/NNG,40,9,49,2.8979118862321487,Hawkish
합리/NNG,96,44,140,1.4226112896048728,Hawkish
비아/NNG,23,3,26,4.998898003750457,Hawkish
출렁이/VV,56,23,79,1.5875517289793513,Hawkish
전망/NNG;불확실성/NNG;높/VA,28,3,31,6.085614961087512,Hawkish
스타트업/NNG,539,205,744,1.714362263428311,Hawkish
중도금/NNG,231,75,306,2.0082529371588795,Hawkish
크라우드펀딩/NNG,21,6,27,2.2821056104078177,Hawkish
금리/NNG;인상/NNG;종료/NNG,18,3,21,3.912181046413401,Hawkish
재경/NNG,17,4,21,2.7711282412094924,Hawkish
경제동향/NNG,250,109,359,1.4954820513812694,Hawkish
텍스트/NNG,14,5,19,1.8256844883262535,Hawkish
개수/NNG,34,12,46,1.847418827472995,Hawkish
버텨/VV,25,8,33,2.03759429500698,Hawkish
수익성/NNG,1727,795,2522,1.4164227813744117,Hawkish
