neg_dic,Up,Down,total,Polarity Score,Polarity
해외/NNG,3596,3111,6707,0.7536806516073391,Dovish
세월/NNG,12,41,53,0.1908380998250439,Dovish
종합/NNG,1353,1265,2618,0.697388795230215,Dovish
계단/NNG,16,22,38,0.4742037632016244,Dovish
자격/NNG,97,93,190,0.6800744829786738,Dovish
신규연체발생액/NNG,29,37,66,0.5110506772341831,Dovish
예외/NNG,104,115,219,0.589662070763759,Dovish
기대/NNG;안정/NNG,3,23,26,0.0850474140524652,Dovish
가권/NNG,3,16,19,0.1222556577004187,Dovish
수요예측/NNG;흥행/NNG,10,10,20,0.6520301744022335,Dovish
문항/NNG,6,16,22,0.2445113154008375,Dovish
듀레이션/NNG,315,355,670,0.5785619857371931,Dovish
영업이익/NNG;흑자/NNG,8,14,22,0.3725886710869905,Dovish
물가/NNG;상승/NNG;압력/NNG;완화/NNG,10,10,20,0.6520301744022335,Dovish
적정/NNG,375,419,794,0.5835592253003283,Dovish
인기몰이/NNG,6,11,17,0.3556528224012182,Dovish
혜안/NNG,7,11,18,0.4149282928014213,Dovish
육아/NNG,50,43,93,0.7581746213979459,Dovish
머물렀으나/VV,9,10,19,0.5868271569620102,Dovish
역본/NNG,2,30,32,0.0434686782934822,Dovish
특별자금/NNG,9,9,18,0.6520301744022334,Dovish
민주주의/NNG,8,9,17,0.5795823772464298,Dovish
등록제/NNG,10,19,29,0.3431737760011755,Dovish
중기물/NNG,23,36,59,0.4165748336458714,Dovish
날짜/NNG,47,71,118,0.4316256084071123,Dovish
유기/NNG,23,39,62,0.3845306156731121,Dovish
그리드/NNG,10,9,19,0.7244779715580372,Dovish
첨언/NNG,83,132,215,0.409988670268071,Dovish
설령/MAG,28,35,63,0.5216241395217869,Dovish
수요예측/NNG,1021,1061,2082,0.6274484524643548,Dovish
마이너스성장/NNG,22,46,68,0.3118405181923725,Dovish
소회/NNG,8,12,20,0.4346867829348224,Dovish
공표/NNG,60,65,125,0.6018740071405232,Dovish
파동/NNG,12,11,23,0.7113056448024364,Dovish
ndf시장/NNG,11,13,24,0.551717839878813,Dovish
중부/NNG,44,67,111,0.4281989205029592,Dovish
플랜/NNG,18,28,46,0.4191622549728643,Dovish
채권스왑/NNG,44,102,146,0.2812679183695909,Dovish
체법/NNG,7,17,24,0.2684830129891549,Dovish
바벨/NNG,39,38,77,0.6691888632022923,Dovish
언론사/NNG,21,19,40,0.7206649296024688,Dovish
성향/NNG,231,244,475,0.6172908618316227,Dovish
여쭤/VV,10,12,22,0.5433584786685279,Dovish
도시개발사업/NNG,25,23,48,0.7087284504372103,Dovish
서다/NNG,8,10,18,0.5216241395217869,Dovish
섣불/VA;금리/NNG;인하/NNG,9,12,21,0.4890226308016751,Dovish
외부충격/NNG,18,39,57,0.3009370035702616,Dovish
처할/VV,10,32,42,0.2037594295006979,Dovish
아이유/NNG,4,13,17,0.2006246690468411,Dovish
군불/NNG,4,14,18,0.1862943355434952,Dovish
와서/VV,16,23,39,0.4535862082798146,Dovish
토신/NNG,1,18,19,0.0362238985779018,Dovish
내수/NNG;위축/NNG,19,22,41,0.563116968801929,Dovish
재무/NNG;안정성/NNG;저하/NNG,11,11,22,0.6520301744022334,Dovish
정상화계획/NNG,14,15,29,0.6085614961087512,Dovish
루피/NNG,60,92,152,0.4252370702623262,Dovish
포럼/NNG,134,136,270,0.6424414953669065,Dovish
무르익/VV,11,23,34,0.3118405181923725,Dovish
금리/NNG;전망/NNG;상향/NNG,4,15,19,0.1738747131739289,Dovish
외환보유액/NNG,216,235,451,0.5993128411526911,Dovish
금리/NNG;인상/NNG;없/VA,8,12,20,0.4346867829348224,Dovish
인하/NNG;인상/NNG,8,14,22,0.3725886710869905,Dovish
투자비/NNG,11,22,33,0.3260150872011167,Dovish
공산당/NNG,8,10,18,0.5216241395217869,Dovish
칭찬/NNG,9,9,18,0.6520301744022334,Dovish
시한/NNG,33,37,70,0.5815404258182082,Dovish
미달액/NNG,8,17,25,0.3068377291304628,Dovish
유입액/NNG,15,14,29,0.6986037582881073,Dovish
풍림/NNG,8,15,23,0.3477494263478579,Dovish
연결회사/NNG,1,29,30,0.0224837991173184,Dovish
축산/NNG,10,18,28,0.3622389857790186,Dovish
공적자금/NNG,24,35,59,0.4471064053043886,Dovish
내실/NNG,51,50,101,0.6650707778902781,Dovish
긴축안/NNG,8,11,19,0.4742037632016244,Dovish
기대/NNG;후퇴/NNG,21,31,52,0.4416978600789324,Dovish
해성/NNG,6,11,17,0.3556528224012182,Dovish
신용거래/NNG,84,86,170,0.6368666819742747,Dovish
소비/NNG;촉진/NNG,10,9,19,0.7244779715580372,Dovish
하락/NNG;둔화/NNG,8,11,19,0.4742037632016244,Dovish
수반/NNG,73,78,151,0.6102333683508083,Dovish
연합자산관리/NNG,64,81,145,0.5151843353301598,Dovish
금리/NNG;인하/NNG;기대/NNG;확산/NNG,17,15,32,0.7389675309891979,Dovish
주안점/NNG,22,25,47,0.5737865534739655,Dovish
채무재조정/NNG,18,41,59,0.2862571497375659,Dovish
변동성/NNG;심하/VA,10,15,25,0.4346867829348223,Dovish
개진/NNG,93,96,189,0.6316542314521637,Dovish
수요측면/NNG,107,94,201,0.7422045602238189,Dovish
등가격/NNG,43,39,82,0.7189050640845138,Dovish
정책수단/NNG,50,117,167,0.2786453736761681,Dovish
보폭/NNG,7,10,17,0.4564211220815634,Dovish
국내외/NNG,979,891,1870,0.7164282163185034,Dovish
기한/VV,6,25,31,0.156487241856536,Dovish
발전사/NNG,5,12,17,0.2716792393342639,Dovish
감시인/NNG,16,18,34,0.5795823772464298,Dovish
영업일/NNG,122,127,249,0.626359695095059,Dovish
공제금/NNG,22,50,72,0.2868932767369827,Dovish
중장기채/NNG,11,12,23,0.5976943265353807,Dovish
공제조합/NNG,6,14,20,0.2794415033152429,Dovish
포린트/NNG,22,49,71,0.2927482415683497,Dovish
에쿼티/NNG,48,47,95,0.6659031568363235,Dovish
국책은행/NNG,18,31,49,0.378598165781942,Dovish
표명/NNG,208,213,421,0.6367243017636834,Dovish
보합권/NNG,159,184,343,0.5634391180975823,Dovish
유효경쟁/NNG,164,181,345,0.5907897712815817,Dovish
장위/NNG,7,10,17,0.4564211220815634,Dovish
신용스프레드/NNG;강세/NNG,6,15,21,0.2608120697608934,Dovish
대입/NNG,9,17,26,0.3451924452717707,Dovish
기대/NNG;강화/NNG,10,9,19,0.7244779715580372,Dovish
평균치/NNG,79,72,151,0.7154219969135617,Dovish
리밸런싱/NNG,45,39,84,0.7523425089256541,Dovish
천명/NNG,22,24,46,0.5976943265353807,Dovish
마테/NNG,12,19,31,0.4118085312014106,Dovish
장기투자기관/NNG,46,60,106,0.4998898003750456,Dovish
산식/NNG,16,14,30,0.7451773421739811,Dovish
유통시스템/NNG,2,27,29,0.0482985314372024,Dovish
요충지/NNG,6,13,19,0.3009370035702616,Dovish
가로막/VV,16,19,35,0.5490780416018809,Dovish
전력공사/NNG,10,14,24,0.4657358388587382,Dovish
수학/NNG,16,17,33,0.6136754582609257,Dovish
뒤따라/VV,10,10,20,0.6520301744022335,Dovish
과징금/NNG,38,39,77,0.6353114519816634,Dovish
재정위험국/NNG,2,44,46,0.0296377352001015,Dovish
중공업/NNG,52,73,125,0.4644598502591252,Dovish
글로벌/NNG;금융시장/NNG;불확실성/NNG;확대/NNG,5,16,21,0.2037594295006979,Dovish
중징계/NNG,12,14,26,0.5588830066304858,Dovish
추정/NNG,1183,1368,2551,0.5638535791797092,Dovish
봉합/NNG,7,16,23,0.2852632013009771,Dovish
생략/NNG,26,25,51,0.6781113813783228,Dovish
문단/NNG,11,12,23,0.5976943265353807,Dovish
계속기업/NNG,8,9,17,0.5795823772464298,Dovish
전망/NNG;금리/NNG;인하/NNG,45,55,100,0.5334792336018275,Dovish
산정/NNG,450,412,862,0.7121688798082647,Dovish
식생활/NNG,2,15,17,0.0869373565869644,Dovish
유턴/NNG,4,19,23,0.1372695104004702,Dovish
듀레이션/NNG;축소/NNG,9,14,23,0.4191622549728643,Dovish
간접금융/NNG,14,23,37,0.3968879322448378,Dovish
비즈/NNG,54,49,103,0.7185638656677675,Dovish
소기업/NNG,54,97,151,0.3629858702857794,Dovish
후순위채/NNG,89,106,195,0.5474592973754602,Dovish
언론/NNG,153,148,301,0.6740582208347414,Dovish
망하/VV,10,16,26,0.4075188590013959,Dovish
안정성/NNG;높/VA,31,36,67,0.5614704279574788,Dovish
분사/NNG,12,30,42,0.2608120697608934,Dovish
벌어져/VV,20,27,47,0.4829853143720248,Dovish
논평/NNG,32,36,68,0.5795823772464298,Dovish
크로네/NNG,28,57,85,0.3202955242677638,Dovish
가끔/MAG,17,15,32,0.7389675309891979,Dovish
점도표/NNG,351,646,997,0.3542764569894489,Dovish
인가/NNG,23,30,53,0.4998898003750456,Dovish
현지생산/NNG,9,21,30,0.2794415033152429,Dovish
대내/NNG,65,90,155,0.4709106815127242,Dovish
명의/NNG,42,39,81,0.7021863416639438,Dovish
명목/NNG,341,325,666,0.6841301214497281,Dovish
계절성/NNG,19,32,51,0.3871429160513261,Dovish
캐리/NNG,300,272,572,0.7191509276495223,Dovish
먹구름/NNG,31,59,90,0.342592125533377,Dovish
도금액/NNG,6,14,20,0.2794415033152429,Dovish
금년도/NNG,20,45,65,0.2897911886232149,Dovish
수익성/NNG;안정/NNG,3,20,23,0.097804526160335,Dovish
외화/NNG,331,374,705,0.5770641383078591,Dovish
곡동/NNG,9,18,27,0.3260150872011167,Dovish
절약/NNG,35,37,72,0.6167853001102209,Dovish
수익/NNG;성장/NNG,11,18,29,0.3984628843569204,Dovish
모양/NNG,26,24,50,0.7063660222690863,Dovish
매직/NNG,15,18,33,0.5433584786685278,Dovish
인하/NNG;없/VA,10,19,29,0.3431737760011755,Dovish
가깝/VV,12,22,34,0.3556528224012182,Dovish
비화/NNG,19,17,36,0.7287396066848493,Dovish
상당폭/NNG,177,168,345,0.6869603623166388,Dovish
예컨대/MAG,95,99,194,0.625685520891032,Dovish
만장/NNG,8,45,53,0.1159164754492859,Dovish
외화유동성비율/NNG,5,34,39,0.0958867903532696,Dovish
시드/NNG,13,15,28,0.565092817815269,Dovish
층간/NNG,18,22,40,0.5334792336018274,Dovish
경제체제/NNG,5,15,20,0.2173433914674111,Dovish
추첨/NNG,162,195,357,0.5416866064264709,Dovish
경로/NNG,846,741,1587,0.7444231140948577,Dovish
중위/NNG,23,22,45,0.681667909602335,Dovish
키오스크/NNG,36,36,72,0.6520301744022334,Dovish
수소/NNG,80,91,171,0.5732133401338316,Dovish
곱한/VV,3,21,24,0.0931471677717476,Dovish
일시/MAG,56,65,121,0.561749073331155,Dovish
철수/NNG,48,51,99,0.6136754582609256,Dovish
녹색경제/NNG,4,17,21,0.1534188645652314,Dovish
a등급/NNG,156,141,297,0.7213950865726838,Dovish
둔감/NNG,15,13,28,0.752342508925654,Dovish
대출/NNG;금리/NNG;오르/VV,20,25,45,0.5216241395217868,Dovish
플레이/NNG,43,39,82,0.7189050640845138,Dovish
구할/VV,13,16,29,0.5297745167018147,Dovish
첨부/NNG,9,19,28,0.308856398401058,Dovish
수업/NNG,5,14,19,0.2328679194293691,Dovish
대상기업/NNG,51,68,119,0.4890226308016751,Dovish
채권/NNG;금리/NNG;급등/NNG,12,11,23,0.7113056448024364,Dovish
허리케인/NNG,15,20,35,0.4890226308016751,Dovish
비내구재/NNG,23,21,44,0.7141282862500653,Dovish
아내/NNG,19,32,51,0.3871429160513261,Dovish
대주단협약/NNG,13,22,35,0.3852905576013198,Dovish
신중히/MAG,33,33,66,0.6520301744022334,Dovish
채권추심/NNG,16,34,50,0.3068377291304628,Dovish
일반화/NNG,12,11,23,0.7113056448024364,Dovish
조약/NNG,13,12,25,0.7063660222690863,Dovish
미진/NNG,17,23,40,0.481935346297303,Dovish
여력/NNG;제한적/VAX,12,13,25,0.6018740071405232,Dovish
위임/NNG,10,10,20,0.6520301744022335,Dovish
정책과제/NNG,21,20,41,0.6846316831223452,Dovish
베스/NNG,28,27,55,0.6761794401208346,Dovish
경합/NNG,21,27,48,0.5071345800906261,Dovish
극적/VAX,28,28,56,0.6520301744022334,Dovish
차기/NNG,72,95,167,0.4941702374416927,Dovish
민간/NNG;소비/NNG;침체/NNG,5,26,31,0.1253904181542756,Dovish
주택담보대출/NNG;확대/NNG,13,21,34,0.4036377270109064,Dovish
괴리/NNG,92,132,224,0.4544452730682233,Dovish
하폭/NNG,18,50,68,0.234730862784804,Dovish
발행주체/NNG,25,35,60,0.4657358388587382,Dovish
입체/NNG,5,16,21,0.2037594295006979,Dovish
똘똘한/VA,4,24,28,0.1086716957337056,Dovish
부채비율/NNG;높/VA,14,16,30,0.5705264026019543,Dovish
국고채/NNG,7692,7938,15630,0.631823645943812,Dovish
기울일/VV,35,36,71,0.6339182251132826,Dovish
국제기구/NNG,54,54,108,0.6520301744022334,Dovish
수요/NNG;물가/NNG;압력/NNG,9,9,18,0.6520301744022334,Dovish
기대/NNG;인플레이션/NNG;낮/VA,6,15,21,0.2608120697608934,Dovish
완비/NNG,7,22,29,0.2074641464007106,Dovish
헤알/NNG,145,300,445,0.3151479176277462,Dovish
중앙정부/NNG,60,70,130,0.5588830066304858,Dovish
상환능력/NNG,184,219,403,0.5478244387671733,Dovish
축하/NNG,37,33,70,0.7310641349358376,Dovish
국유화/NNG,7,10,17,0.4564211220815634,Dovish
경기/NNG;바닥/NNG,17,25,42,0.4433805185935188,Dovish
시납/NNG,8,12,20,0.4346867829348224,Dovish
어서/MAG,25,22,47,0.740943380002538,Dovish
주간사/NNG,31,38,69,0.5319193528018221,Dovish
국제통화/NNG,3,27,30,0.0724477971558037,Dovish
날리/VV,10,9,19,0.7244779715580372,Dovish
특수목적법인/NNG,12,14,26,0.5588830066304858,Dovish
스틸/NNG,20,21,41,0.6209811184783176,Dovish
환류/NNG,8,14,22,0.3725886710869905,Dovish
자동이체/NNG,15,45,60,0.2173433914674111,Dovish
내수/NNG;회복/NNG;어렵/VA,2,16,18,0.0815037718002791,Dovish
권한다/VV,15,20,35,0.4890226308016751,Dovish
투자수단/NNG,13,21,34,0.4036377270109064,Dovish
은행채/NNG,1978,2056,4034,0.6272936210931993,Dovish
완화/NNG;금리/NNG;인하/NNG,11,10,21,0.7172331918424568,Dovish
간섭/NNG,99,141,240,0.4578084203249724,Dovish
범일/NNG,12,23,35,0.3401896562098609,Dovish
수시입출금식/NNG,38,46,84,0.5386336223322798,Dovish
유출입/NNG,135,149,284,0.5907655942570572,Dovish
축소/NNG,3127,2735,5862,0.7454838593622611,Dovish
퇴거/NNG,9,13,22,0.4514055053553924,Dovish
출산/NNG,186,173,359,0.701026661496043,Dovish
알린/VV,10,11,21,0.5927547040020305,Dovish
드림/VV,49,45,94,0.7099884121268765,Dovish
남녀/NNG,14,13,27,0.7021863416639438,Dovish
소망/NNG,7,17,24,0.2684830129891549,Dovish
관장/NNG,13,20,33,0.4238196133614518,Dovish
트일/VV,10,11,21,0.5927547040020305,Dovish
딜링/NNG,4,23,27,0.1133965520699536,Dovish
금하/NNG,6,11,17,0.3556528224012182,Dovish
실효/NNG,225,215,440,0.6823571592581513,Dovish
외려/MAG,12,17,29,0.4602565936956942,Dovish
안도/NNG,60,54,114,0.7244779715580371,Dovish
경기/NNG;확장/NNG,27,28,55,0.6287433824592965,Dovish
테러/NNG,15,47,62,0.2080947365113511,Dovish
코퍼레이션/NNG,32,43,75,0.4852317576946854,Dovish
확연/NNG,21,23,44,0.5953318983672568,Dovish
국가/NNG,2213,1916,4129,0.7531016575950641,Dovish
일봉/NNG,11,15,26,0.4781554612283045,Dovish
외환시장/NNG;불안/NNG,14,19,33,0.4804432864016457,Dovish
출금/NNG,48,70,118,0.4471064053043886,Dovish
대형기업/NNG,12,16,28,0.4890226308016751,Dovish
기업/NNG;실적/NNG;악화/NNG,19,19,38,0.6520301744022335,Dovish
파업/NNG,64,105,169,0.3974279158261233,Dovish
컨셉/NNG,7,11,18,0.4149282928014213,Dovish
디폴트/NNG;위험/NNG,7,20,27,0.2282105610407817,Dovish
딱히/MAG,15,13,28,0.752342508925654,Dovish
동강/NNG,6,11,17,0.3556528224012182,Dovish
이치/NNG,39,58,97,0.4384340827877087,Dovish
깨달/VV,6,12,18,0.3260150872011167,Dovish
수요/NNG;흡수/NNG,4,14,18,0.1862943355434952,Dovish
우량자산/NNG,18,37,55,0.3172038686281136,Dovish
불안/NNG;완화/NNG,14,18,32,0.5071345800906261,Dovish
특수은행/NNG,48,52,100,0.6018740071405232,Dovish
글로벌/NNG;불확실성/NNG,6,17,23,0.2301282968478471,Dovish
사업군/NNG,5,12,17,0.2716792393342639,Dovish
철거/NNG,15,15,30,0.6520301744022334,Dovish
보수당/NNG,18,20,38,0.5868271569620102,Dovish
고령사회/NNG,8,21,29,0.248392447391327,Dovish
취약국/NNG,11,10,21,0.7172331918424568,Dovish
아쉽/VA,63,59,122,0.6962356099549273,Dovish
전망보고서/NNG,50,51,101,0.6392452690217976,Dovish
감안/NNG,1488,1620,3108,0.5989017898213107,Dovish
자산부채/NNG,30,31,61,0.6309969429699034,Dovish
이사장/NNG,114,114,228,0.6520301744022334,Dovish
미흡/NNG,93,111,204,0.5462955515261957,Dovish
더더욱/MAG,14,19,33,0.4804432864016457,Dovish
인플레이션/NNG;우려/NNG;완화/NNG,10,10,20,0.6520301744022335,Dovish
거주자/NNG,76,74,150,0.6696526115482399,Dovish
대외/NNG;위험/NNG;확대/NNG,4,19,23,0.1372695104004702,Dovish
소비자/NNG;물가/NNG;둔화/NNG,73,77,150,0.6181584770306889,Dovish
월비/NNG,69,68,137,0.6616188534375604,Dovish
음영/NNG,150,201,351,0.4865896823897265,Dovish
감사보고서/NNG,30,31,61,0.6309969429699034,Dovish
경제/NNG;고금리/NNG,18,23,41,0.5102844843147915,Dovish
세이프/NNG,11,12,23,0.5976943265353807,Dovish
과대/NNG,10,24,34,0.2716792393342639,Dovish
게시/NNG,207,234,441,0.5767959235096681,Dovish
용수/NNG,18,18,36,0.6520301744022334,Dovish
번지/NNG,52,59,111,0.5746706621850194,Dovish
식별/NNG,15,18,33,0.5433584786685278,Dovish
맹점/NNG,101,91,192,0.7236818419189625,Dovish
민평/NNG,983,1520,2503,0.4216747772614444,Dovish
타나/VV,5,12,17,0.2716792393342639,Dovish
기대/NNG;금리/NNG;인하/NNG,11,16,27,0.4482707449015355,Dovish
성장/NNG;그치/VV,15,27,42,0.3622389857790185,Dovish
수요/NNG;약화/NNG,15,13,28,0.752342508925654,Dovish
양적/VAX,93,100,193,0.6063880621940771,Dovish
화이트리스트/NNG,1,21,22,0.0310490559239158,Dovish
질적/VAX,119,123,242,0.6308259410883398,Dovish
빗금/NNG,1,20,21,0.0326015087201116,Dovish
택지/NNG,25,30,55,0.5433584786685278,Dovish
기틀/NNG,10,16,26,0.4075188590013959,Dovish
에서/NNG,34,31,65,0.7151298686992238,Dovish
스킨케어/NNG,3,36,39,0.0543358478668527,Dovish
경기/NNG;부진/NNG,79,76,155,0.6777682076023217,Dovish
역축/NNG,23,38,61,0.3946498424013518,Dovish
코스메틱/NNG,2,33,35,0.039516980266802,Dovish
노동조합/NNG,28,25,53,0.7302737953305015,Dovish
성장/NNG;제약/NNG,12,25,37,0.312974483713072,Dovish
발행한도/NNG,49,88,137,0.3630622562012436,Dovish
오래가/VV,9,9,18,0.6520301744022334,Dovish
유무/NNG,21,21,42,0.6520301744022335,Dovish
연비/NNG,8,12,20,0.4346867829348224,Dovish
등급별/NNG,116,148,264,0.5110506772341831,Dovish
국민연금기금/NNG,16,20,36,0.5216241395217869,Dovish
이해/NNG,256,241,497,0.692612965340132,Dovish
외생/NNG,15,20,35,0.4890226308016751,Dovish
노동당/NNG,10,15,25,0.4346867829348223,Dovish
청약자금/NNG,2,16,18,0.0815037718002791,Dovish
국채입찰/NNG;부진/NNG,17,21,38,0.52783395070657,Dovish
유동성비율/NNG,13,67,80,0.1265133174213289,Dovish
s&p500/NNG,77,91,168,0.551717839878813,Dovish
공론/NNG,11,13,24,0.551717839878813,Dovish
고난/NNG,15,15,30,0.6520301744022334,Dovish
갈아탄/VV,19,36,55,0.3441270364900677,Dovish
배려/NNG,39,38,77,0.6691888632022923,Dovish
복리/NNG,183,237,420,0.5034663371966613,Dovish
평이/NNG,10,12,22,0.5433584786685279,Dovish
만기일/NNG,161,194,355,0.5411178251482454,Dovish
쿠폰금리/NNG,14,14,28,0.6520301744022334,Dovish
연저점/NNG,18,19,37,0.617712796802116,Dovish
판매업/NNG,9,14,23,0.4191622549728643,Dovish
저평/NNG,31,29,60,0.6969977726368703,Dovish
고민거리/NNG,12,13,25,0.6018740071405232,Dovish
유효/NNG,500,445,945,0.7326181734856556,Dovish
인구수/NNG,11,12,23,0.5976943265353807,Dovish
기업규제/NNG,6,13,19,0.3009370035702616,Dovish
영업부/NNG,21,28,49,0.4890226308016752,Dovish
취약차주/NNG,168,157,325,0.6977138171947468,Dovish
순매수금액/NNG,118,160,278,0.4808722536216472,Dovish
강제집행/NNG,6,15,21,0.2608120697608934,Dovish
그러/NNG,163,179,342,0.5937481476400227,Dovish
임의/NNG,59,59,118,0.6520301744022335,Dovish
적격/NNG,56,97,153,0.376429791407475,Dovish
개선/NNG;조짐/NNG,19,17,36,0.7287396066848493,Dovish
선물옵션/NNG,39,49,88,0.5189627918711655,Dovish
만일/NNG,112,102,214,0.7159547013044133,Dovish
끌어모아/VV,14,13,27,0.7021863416639438,Dovish
평정/NNG,15,30,45,0.3260150872011167,Dovish
매매패턴/NNG,11,11,22,0.6520301744022334,Dovish
주택구입/NNG,80,87,167,0.5995679764618239,Dovish
용채/NNG,4,49,53,0.0532269530124272,Dovish
장단기스프레드/NNG;확대/NNG,11,21,32,0.3415396151630747,Dovish
문화재/NNG,13,28,41,0.3027282952581798,Dovish
시화/NNG,30,38,68,0.5147606640017633,Dovish
피에스/NNG,15,21,36,0.4657358388587382,Dovish
대출/NNG;한도/NNG;줄/VV,14,30,44,0.3042807480543756,Dovish
뒤집/VV,29,25,54,0.7563550023065909,Dovish
정치/NNG;불확실성/NNG,24,21,45,0.745177342173981,Dovish
경제/NNG;지표/NNG;개선/NNG,21,22,43,0.622392439202132,Dovish
빌딩/NNG,834,1105,1939,0.4921205117207807,Dovish
환헤지ㅇ/NNG,4,43,47,0.0606539697118356,Dovish
명백/NNG,26,24,50,0.7063660222690863,Dovish
티어/NNG,15,33,48,0.2963773520010151,Dovish
전망/NNG;지정학/NNG;위험/NNG,7,17,24,0.2684830129891549,Dovish
실업률/NNG,721,670,1391,0.7016623220059857,Dovish
감정/NNG,21,23,44,0.5953318983672568,Dovish
실시간/NNG,108,136,244,0.517788667907656,Dovish
표면적/VAX,29,27,56,0.700328705839436,Dovish
내수/NNG;회복/NNG;약화/NNG,9,20,29,0.2934135784810051,Dovish
내리막/NNG,22,19,41,0.7549823072025862,Dovish
제2차세계대전/NNG,11,11,22,0.6520301744022334,Dovish
절상/NNG;절하/NNG,16,31,47,0.3365317029172818,Dovish
경제/NNG;성장/NNG;견인/NNG,14,19,33,0.4804432864016457,Dovish
유동자금/NNG,5,12,17,0.2716792393342639,Dovish
돈/NNG;넘/VV,8,11,19,0.4742037632016244,Dovish
취약계층/NNG;지원/NNG;강화/NNG,1,22,23,0.0296377352001015,Dovish
복원력/NNG,19,24,43,0.5161905547351016,Dovish
만기도래액/NNG,16,19,35,0.5490780416018809,Dovish
여력/NNG;약화/NNG,6,24,30,0.1630075436005583,Dovish
단편/NNG,8,13,21,0.4012493380936822,Dovish
금리/NNG;변동성/NNG;크/VV,7,10,17,0.4564211220815634,Dovish
주류/NNG,41,50,91,0.5346647430098315,Dovish
초구/NNG,3,14,17,0.1397207516576214,Dovish
저유가/NNG,18,64,82,0.1833834865506281,Dovish
사료/NNG,30,29,59,0.6745139735195519,Dovish
금융규제/NNG,64,78,142,0.5349991174582429,Dovish
요청서/NNG,8,11,19,0.4742037632016244,Dovish
유턴기업/NNG,1,21,22,0.0310490559239158,Dovish
자금/NNG;조달/NNG;비용/NNG;지수/NNG;상승/NNG,1,24,25,0.0271679239334264,Dovish
우르/NNG,7,15,22,0.3042807480543756,Dovish
베어스티프닝/NNG,10,14,24,0.4657358388587382,Dovish
해외/NNG;채권/NNG;발행/NNG;성공/NNG,8,19,27,0.2745390208009404,Dovish
경기/NNG;저점/NNG,18,19,37,0.617712796802116,Dovish
기관차/NNG,10,11,21,0.5927547040020305,Dovish
구축효과/NNG,20,71,91,0.1836704716626009,Dovish
매일/MAG,219,256,475,0.5577914382581608,Dovish
상승률/NNG;높/VA,14,18,32,0.5071345800906261,Dovish
유산/NNG,10,15,25,0.4346867829348223,Dovish
유효수요/NNG,118,107,225,0.7190613138267622,Dovish
주요주주/NNG,7,11,18,0.4149282928014213,Dovish
금리/NNG;인상/NNG;가능성/NNG;높/VA,10,15,25,0.4346867829348223,Dovish
탈퇴/NNG,42,134,176,0.2043676666036851,Dovish
생산성/NNG;향상/NNG,29,80,109,0.2363609382208096,Dovish
상환/NNG,1268,1380,2648,0.5991117834362552,Dovish
종류/NNG,394,452,846,0.5683625856515043,Dovish
광풍/NNG,6,12,18,0.3260150872011167,Dovish
산마/NNG,6,11,17,0.3556528224012182,Dovish
통화정책/NNG;금리/NNG;인하/NNG,10,13,23,0.5015616726171027,Dovish
기대/NNG;성장/NNG,11,10,21,0.7172331918424568,Dovish
최고액/NNG,8,15,23,0.3477494263478579,Dovish
보유자/NNG,40,51,91,0.511396215217438,Dovish
예상/NNG;줄/VV,7,18,25,0.253567290045313,Dovish
상기/NNG,53,61,114,0.5665180203822684,Dovish
주택청약종합저축/NNG,5,18,23,0.1811194928895093,Dovish
위험/NNG;빠지/VV,8,14,22,0.3725886710869905,Dovish
펀더멘털/NNG;우려/NNG,4,16,20,0.1630075436005583,Dovish
로지스틱스/NNG,19,23,42,0.5386336223322798,Dovish
동료/NNG,10,11,21,0.5927547040020305,Dovish
금방/MAG,15,20,35,0.4890226308016751,Dovish
사계/NNG,1,25,26,0.0260812069760893,Dovish
유죄/NNG,5,18,23,0.1811194928895093,Dovish
배율/NNG,22,36,58,0.3984628843569204,Dovish
서경/NNG,32,40,72,0.5216241395217869,Dovish
신청지수/NNG,11,29,40,0.2473217902905023,Dovish
가처분/NNG,74,66,140,0.7310641349358376,Dovish
예상밖/NNG,125,110,235,0.740943380002538,Dovish
비상장사/NNG,6,11,17,0.3556528224012182,Dovish
폭풍/NNG,14,15,29,0.6085614961087512,Dovish
해체/NNG,10,14,24,0.4657358388587382,Dovish
발행기업/NNG,32,58,90,0.3597407858770944,Dovish
gdp/NNG;성장률/NNG;둔화/NNG,5,14,19,0.2328679194293691,Dovish
자립/NNG,60,55,115,0.7113056448024365,Dovish
구직/NNG,25,47,72,0.3468245608522518,Dovish
주택정책/NNG,10,12,22,0.5433584786685279,Dovish
북클로징/NNG,47,42,89,0.7296528142120232,Dovish
경화/NNG,13,17,30,0.4986113098370021,Dovish
참여도/NNG,10,9,19,0.7244779715580372,Dovish
인하/NNG;효과/NNG,40,64,104,0.4075188590013959,Dovish
개념/NNG,108,98,206,0.7185638656677675,Dovish
국민투표/NNG,6,55,61,0.0711305644802436,Dovish
혼재/NNG,73,63,136,0.7555270274819532,Dovish
일러/VV,25,32,57,0.5093985737517449,Dovish
세일즈/NNG,40,106,146,0.2460491224159371,Dovish
행도/NNG,11,15,26,0.4781554612283045,Dovish
나스닥선물/NNG,11,10,21,0.7172331918424568,Dovish
주택담보대출/NNG;금리/NNG;오르/VV,10,10,20,0.6520301744022335,Dovish
기대수익/NNG,40,35,75,0.7451773421739812,Dovish
사립/NNG,9,15,24,0.39121810464134,Dovish
채권/NNG;강세/NNG,7,18,25,0.253567290045313,Dovish
