neg_dic,Up,Down,total,Polarity Score,Polarity
형태/NNG,389,378,767,0.6710045974668487,Dovish
슬슬/MAG,9,10,19,0.5868271569620102,Dovish
임계점/NNG,9,9,18,0.6520301744022334,Dovish
전망대/NNG,10,13,23,0.5015616726171027,Dovish
이뤄냈/VV,13,23,36,0.3685387942273494,Dovish
스프/NNG,55,54,109,0.6641048072615341,Dovish
경과/NNG,98,108,206,0.5916570101057304,Dovish
진퇴양난/NNG,8,14,22,0.3725886710869905,Dovish
자식/NNG,10,13,23,0.5015616726171027,Dovish
라디우스/NNG,7,10,17,0.4564211220815634,Dovish
수탁생산/NNG,13,12,25,0.7063660222690863,Dovish
연고/NNG,13,17,30,0.4986113098370021,Dovish
금리/NNG;인하/NNG;가능성/NNG;높/VA,36,32,68,0.7335339462025127,Dovish
리보/NNG,261,339,600,0.5020055325043745,Dovish
현금화/NNG,17,19,36,0.5833954192019984,Dovish
경기순환/NNG,70,94,164,0.4855543851931526,Dovish
담보물/NNG,23,22,45,0.681667909602335,Dovish
다뤘/VV,16,14,30,0.7451773421739811,Dovish
민감도/NNG,92,87,179,0.6895031729310975,Dovish
전망/NNG;낮/VA,39,34,73,0.7479169647555032,Dovish
신용시장/NNG,26,34,60,0.4986113098370021,Dovish
출국/NNG,16,25,41,0.4172993116174294,Dovish
휴지기/NNG,15,18,33,0.5433584786685278,Dovish
국지/NNG;위험/NNG,1,18,19,0.0362238985779018,Dovish
연예인/NNG,24,26,50,0.6018740071405232,Dovish
유로/NNG,1557,1551,3108,0.6545525348447953,Dovish
가려/VV,8,16,24,0.3260150872011167,Dovish
복합단지/NNG,14,13,27,0.7021863416639438,Dovish
총계/NNG,11,14,25,0.512309422744612,Dovish
재현/NNG,64,70,134,0.596141873739185,Dovish
투자/NNG;수요/NNG;확보/NNG,10,9,19,0.7244779715580372,Dovish
전망/NNG;내리/VV,19,17,36,0.7287396066848493,Dovish
이슈/NNG,1027,897,1924,0.7465273011271949,Dovish
청취자/NNG,2,20,22,0.0652030174402233,Dovish
금융감독당국/NNG,8,10,18,0.5216241395217869,Dovish
나뉘/VV,33,32,65,0.6724061173523033,Dovish
차이점/NNG,36,40,76,0.5868271569620102,Dovish
채권/NNG,6569,6733,13302,0.636148257188218,Dovish
다녀오/VV,9,14,23,0.4191622549728643,Dovish
맥락/NNG,81,79,160,0.6685372674250748,Dovish
반등시/NNG,18,20,38,0.5868271569620102,Dovish
시장리스크/NNG,30,38,68,0.5147606640017633,Dovish
금리/NNG;상향/NNG,15,21,36,0.4657358388587382,Dovish
이뤄낼/VV,7,15,22,0.3042807480543756,Dovish
인터넷뱅킹/NNG,16,16,32,0.6520301744022335,Dovish
동산/NNG,3,20,23,0.097804526160335,Dovish
레이크/NNG,9,12,21,0.4890226308016751,Dovish
유로존/NNG,996,1514,2510,0.4289445533055644,Dovish
보인다는/VV,144,136,280,0.6903848905435414,Dovish
내수/NNG;회복/NNG;부진/NNG,4,28,32,0.0931471677717476,Dovish
자문사/NNG,13,19,32,0.4461259088015282,Dovish
다니/VV,44,41,85,0.6997396993584944,Dovish
금금/NNG,3,30,33,0.0652030174402233,Dovish
채권은행/NNG,10,16,26,0.4075188590013959,Dovish
행태/NNG,99,112,211,0.5763481005876885,Dovish
지나치/VA,248,214,462,0.7556237535128687,Dovish
초등/NNG,34,34,68,0.6520301744022335,Dovish
미/NNG;국채/NNG;금리/NNG;오르/VV,15,15,30,0.6520301744022334,Dovish
시장성/NNG,44,51,95,0.5625358367391818,Dovish
잔뜩/MAG,10,10,20,0.6520301744022335,Dovish
대체로/MAG,367,332,699,0.7207682951976496,Dovish
수요측면/NNG;물가/NNG;상승/NNG;압력/NNG,16,16,32,0.6520301744022335,Dovish
쏠린/VV,41,56,97,0.4773792348302066,Dovish
불확실성/NNG;제거/NNG,6,11,17,0.3556528224012182,Dovish
입금/NNG,110,111,221,0.6461560286868981,Dovish
순손실/NNG,178,192,370,0.6044863075187372,Dovish
실물/NNG,740,809,1549,0.5964182064989528,Dovish
중수익/NNG,24,30,54,0.5216241395217868,Dovish
이자소득/NNG,101,128,229,0.5144925594892624,Dovish
대량매매/NNG,4,15,19,0.1738747131739289,Dovish
모라토리엄/NNG,6,13,19,0.3009370035702616,Dovish
도박/NNG,10,16,26,0.4075188590013959,Dovish
실물/NNG;경기/NNG;회복/NNG,12,14,26,0.5588830066304858,Dovish
내수/NNG;개선/NNG,11,10,21,0.7172331918424568,Dovish
한숨/NNG,49,45,94,0.7099884121268765,Dovish
스코어/NNG,15,20,35,0.4890226308016751,Dovish
바젤/NNG,24,48,72,0.3260150872011167,Dovish
개인연금/NNG,27,29,56,0.6070625761675967,Dovish
열연/NNG,4,23,27,0.1133965520699536,Dovish
출한/NNG,11,15,26,0.4781554612283045,Dovish
파급/NNG,139,138,277,0.6567550307384815,Dovish
저자/NNG,22,70,92,0.2049237690978448,Dovish
그저/MAG,14,16,30,0.5705264026019543,Dovish
원가경쟁력/NNG,13,16,29,0.5297745167018147,Dovish
제한/NNG,1127,1109,2236,0.6626131709209352,Dovish
시원/NNG,15,14,29,0.6986037582881073,Dovish
다수당/NNG,17,20,37,0.5542256482418985,Dovish
회원사/NNG,59,93,152,0.4136535515024922,Dovish
급전/NNG,90,97,187,0.6049764504762992,Dovish
전통/NNG,74,66,140,0.7310641349358376,Dovish
완화/NNG;경계/NNG,1,17,18,0.0383547161413078,Dovish
돈창/NNG,9,9,18,0.6520301744022334,Dovish
신흥국/NNG;성장/NNG,8,10,18,0.5216241395217869,Dovish
금융투자상품/NNG,28,39,67,0.4681242277759625,Dovish
기업명/NNG,49,69,118,0.4630359209523108,Dovish
양수/NNG,12,28,40,0.2794415033152429,Dovish
환급액/NNG,5,29,34,0.1124189955865919,Dovish
결정짓/VV,11,11,22,0.6520301744022334,Dovish
금융시장/NNG;완화/NNG,10,14,24,0.4657358388587382,Dovish
단일물/NNG,9,11,20,0.5334792336018274,Dovish
투신/NNG,486,613,1099,0.516943988188394,Dovish
가명/NNG,7,13,20,0.3510931708319719,Dovish
crs/NNG,964,1336,2300,0.4704768623680787,Dovish
서비스업/NNG;개선/NNG,8,21,29,0.248392447391327,Dovish
신흥국/NNG;성장/NNG;둔화/NNG,5,19,24,0.1715868880005877,Dovish
수익률표/NNG,11,10,21,0.7172331918424568,Dovish
휴면/NNG,13,24,37,0.3531830111345431,Dovish
인물/NNG,51,63,114,0.5278339507065699,Dovish
대변/NNG,24,36,60,0.4346867829348222,Dovish
대차거래/NNG,8,32,40,0.1630075436005583,Dovish
순이자/NNG,9,15,24,0.39121810464134,Dovish
회계기준/NNG,41,114,155,0.2345020802674699,Dovish
총자본비율/NNG,52,63,115,0.538183636014542,Dovish
초고/NNG,90,96,186,0.611278288502094,Dovish
카드채/NNG,333,316,649,0.6871077470757714,Dovish
쌓인/VV,40,47,87,0.554919297363603,Dovish
프라임/NNG,60,71,131,0.5510114149878029,Dovish
휴직/NNG,33,29,62,0.741965370871507,Dovish
활황기/NNG,9,8,17,0.7335339462025127,Dovish
출구전략/NNG,102,91,193,0.7308470086706353,Dovish
황과/NNG,12,33,45,0.2371018816008121,Dovish
요식업/NNG,15,14,29,0.6986037582881073,Dovish
필요시/NNG,78,109,187,0.4665904000309561,Dovish
국빈/NNG,11,31,42,0.2313655457556312,Dovish
공연/NNG,21,60,81,0.2282105610407817,Dovish
경기/NNG;방어/NNG,9,11,20,0.5334792336018274,Dovish
기축통화/NNG,30,49,79,0.3992021475932041,Dovish
인과관계/NNG,14,17,31,0.5369660259783099,Dovish
주체/NNG,139,138,277,0.6567550307384815,Dovish
극우/NNG,31,75,106,0.2695058054195898,Dovish
원시/NNG,12,12,24,0.6520301744022334,Dovish
신용경색/NNG,45,279,324,0.1051661571616505,Dovish
국채/NNG;금리/NNG;인하/NNG,9,10,19,0.5868271569620102,Dovish
생산기업/NNG,9,8,17,0.7335339462025127,Dovish
유전/NNG,16,24,40,0.4346867829348224,Dovish
세일/NNG,22,24,46,0.5976943265353807,Dovish
질병/NNG,37,37,74,0.6520301744022335,Dovish
디플레이션/NNG;우려/NNG,16,18,34,0.5795823772464298,Dovish
물가/NNG;상승률/NNG;하락/NNG,13,18,31,0.4709106815127242,Dovish
본다고/VV,17,22,39,0.5038414984017259,Dovish
도전/NNG,156,334,490,0.3045410395411629,Dovish
재정거래/NNG,45,40,85,0.7335339462025128,Dovish
금리/NNG;상승/NNG;하락/NNG,8,9,17,0.5795823772464298,Dovish
건설자금/NNG,10,20,30,0.3260150872011167,Dovish
인분/NNG,11,13,24,0.551717839878813,Dovish
국유기업/NNG,12,12,24,0.6520301744022334,Dovish
소비자보호/NNG,13,28,41,0.3027282952581798,Dovish
지원대상기업/NNG,2,26,28,0.0501561672617102,Dovish
금융지주회사/NNG,7,40,47,0.1141052805203908,Dovish
정적/NNG,31,81,112,0.2495424124255461,Dovish
최대금액/NNG,8,11,19,0.4742037632016244,Dovish
건실/NNG,18,24,42,0.4890226308016751,Dovish
중심선/NNG,5,36,41,0.0905597464447546,Dovish
채권시장/NNG;우호적/VAX,23,20,43,0.7498347005625685,Dovish
행운/NNG,45,44,89,0.6668490420022843,Dovish
혼인/NNG,74,71,145,0.6795807451516236,Dovish
보증료/NNG,132,135,267,0.6375406149710727,Dovish
대준/NNG,7,12,19,0.3803509350679695,Dovish
크로나/NNG,41,74,115,0.3612599614931293,Dovish
곧이곧대로/MAG,2,15,17,0.0869373565869644,Dovish
기념식/NNG,12,15,27,0.5216241395217868,Dovish
하회/NNG,734,721,1455,0.6637866130530365,Dovish
당위/NNG,17,20,37,0.5542256482418985,Dovish
공급/NNG;부담/NNG,9,8,17,0.7335339462025127,Dovish
가격차/NNG,14,40,54,0.2282105610407817,Dovish
직장인/NNG,79,94,173,0.5479828061465579,Dovish
기인/NNG,480,412,892,0.7596468051288157,Dovish
이자수익/NNG,257,238,495,0.7040830034511514,Dovish
bis/NNG,326,283,609,0.751101897014587,Dovish
바이어/NNG,20,20,40,0.6520301744022335,Dovish
사금융/NNG,112,106,218,0.688937542764624,Dovish
채권/NNG;금리/NNG;오르/VV,12,19,31,0.4118085312014106,Dovish
각별/NNG,69,85,154,0.5292950827500483,Dovish
부대비용/NNG,10,27,37,0.2414926571860124,Dovish
수요조사/NNG,4,15,19,0.1738747131739289,Dovish
일자/NNG,180,196,376,0.5988032213898064,Dovish
박스/NNG,69,247,316,0.1821460811083162,Dovish
보고회/NNG,7,25,32,0.1825684488326253,Dovish
당부/NNG,285,284,569,0.654326055298016,Dovish
부동산투자회사/NNG,26,29,55,0.5845787770502784,Dovish
급변/NNG,92,95,187,0.631439747842163,Dovish
매년/NNG,7,16,23,0.2852632013009771,Dovish
되팔/VV,9,12,21,0.4890226308016751,Dovish
수주/NNG;증가/NNG,9,9,18,0.6520301744022334,Dovish
소비/NNG;심리/NNG;악화/NNG,5,15,20,0.2173433914674111,Dovish
금리/NNG;약간/MAG;높/VA,1,18,19,0.0362238985779018,Dovish
발한다/VV,4,21,25,0.1241962236956635,Dovish
행지/NNG,10,9,19,0.7244779715580372,Dovish
견지/NNG,47,59,106,0.5194138677441521,Dovish
거시경제금융회의/NNG,2,52,54,0.0250780836308551,Dovish
금리/NNG;압박/NNG,8,12,20,0.4346867829348224,Dovish
균형점/NNG,7,20,27,0.2282105610407817,Dovish
보복관세/NNG,7,16,23,0.2852632013009771,Dovish
증권화/NNG,8,14,22,0.3725886710869905,Dovish
도민/NNG,10,11,21,0.5927547040020305,Dovish
텐트/NNG,19,49,68,0.2528280268090293,Dovish
사우나/NNG,15,13,28,0.752342508925654,Dovish
개발사업/NNG,111,100,211,0.7237534935864792,Dovish
가져볼/VV,10,15,25,0.4346867829348223,Dovish
금융시장/NNG;불확실성/NNG;확대/NNG,13,20,33,0.4238196133614518,Dovish
전채/NNG,112,136,248,0.5369660259783099,Dovish
위험/NNG;고금리/NNG,7,16,23,0.2852632013009771,Dovish
보광/NNG,7,10,17,0.4564211220815634,Dovish
고변동성/NNG;높/VA,5,15,20,0.2173433914674111,Dovish
프라이빗에쿼티/NNG,29,49,78,0.3858954093400974,Dovish
바트/NNG,25,52,77,0.3134760453856892,Dovish
재무장/NNG,5,17,22,0.1917735807065392,Dovish
기프티콘/NNG,15,17,32,0.5753207421196178,Dovish
들여오/VV,10,10,20,0.6520301744022335,Dovish
회관/NNG,65,138,203,0.3071156618561245,Dovish
부동산/NNG;pf/NNG;부실/NNG,162,140,302,0.7544920589511559,Dovish
집값/NNG;하향/NNG,4,14,18,0.1862943355434952,Dovish
요국/NNG,27,29,56,0.6070625761675967,Dovish
장기채권형/NNG,46,115,161,0.2608120697608934,Dovish
경제/NNG;성장/NNG;둔화/NNG,15,22,37,0.4445660280015228,Dovish
fed/NNG;금리/NNG;인상/NNG,94,81,175,0.7566769925161723,Dovish
윤리/NNG,8,15,23,0.3477494263478579,Dovish
로티/NNG,7,19,26,0.2402216432008228,Dovish
이체/NNG,101,89,190,0.7399443552205122,Dovish
정말/MAG,114,134,248,0.5547122379242881,Dovish
消費/NNG,4,13,17,0.2006246690468411,Dovish
수요우위/NNG,10,23,33,0.2834913801748841,Dovish
그러/VA,49,55,104,0.5808996099219899,Dovish
무보/NNG,72,101,173,0.4648135896728793,Dovish
결정자/NNG,3,15,18,0.1304060348804467,Dovish
자산배분/NNG,127,117,244,0.707759249137467,Dovish
투자/NNG;위축/NNG,14,22,36,0.4149282928014213,Dovish
물가/NNG;하방/NNG;압력/NNG,8,11,19,0.4742037632016244,Dovish
장애물/NNG,18,21,39,0.5588830066304858,Dovish
다다랐/VV,14,16,30,0.5705264026019543,Dovish
부동산/NNG;살/VV,7,10,17,0.4564211220815634,Dovish
추천종목/NNG,112,214,326,0.3412494370703278,Dovish
담배가격/NNG,7,36,43,0.1267836450226565,Dovish
순증/NNG,98,95,193,0.672620600962304,Dovish
재정/NNG;적자/NNG,91,79,170,0.7510727325392816,Dovish
예상/NNG;소폭/MAG;상회/NNG,10,10,20,0.6520301744022335,Dovish
신뢰도/NNG,51,55,106,0.6046097980820709,Dovish
채권시장/NNG;금리/NNG;인상/NNG,9,9,18,0.6520301744022334,Dovish
점인/NNG,20,24,44,0.5433584786685279,Dovish
성장/NNG;낮/VA,7,12,19,0.3803509350679695,Dovish
들어와/VV,31,38,69,0.5319193528018221,Dovish
우승/NNG,28,33,61,0.5532377237352284,Dovish
돈가스/NNG,4,21,25,0.1241962236956635,Dovish
약화/NNG,1195,1227,2422,0.6350253124781329,Dovish
내연기관/NNG,23,21,44,0.7141282862500653,Dovish
똑똑/NNG,24,23,47,0.6803793124197218,Dovish
성일/NNG,8,11,19,0.4742037632016244,Dovish
유통시장/NNG,109,159,268,0.4469892390556192,Dovish
드물/VA,50,45,95,0.7244779715580372,Dovish
심야/NNG,8,14,22,0.3725886710869905,Dovish
농림/NNG,31,32,63,0.6316542314521637,Dovish
사놓/VV,7,10,17,0.4564211220815634,Dovish
여천/NNG,24,22,46,0.7113056448024364,Dovish
한국판/NNG,11,11,22,0.6520301744022334,Dovish
표결/NNG,35,31,66,0.736163100131554,Dovish
갈아타/VV,291,605,896,0.313621125208347,Dovish
명지/NNG,10,11,21,0.5927547040020305,Dovish
가전제품/NNG,27,29,56,0.6070625761675967,Dovish
뚜렷이/MAG,22,30,52,0.4781554612283045,Dovish
차례차례/MAG,8,9,17,0.5795823772464298,Dovish
부동산/NNG;가격/NNG;상승/NNG,43,41,84,0.6838365243730742,Dovish
아침/NNG,67,96,163,0.4550627258848921,Dovish
상환기간/NNG,20,20,40,0.6520301744022335,Dovish
개회사/NNG,10,22,32,0.2963773520010152,Dovish
인구비중/NNG,4,32,36,0.0815037718002791,Dovish
수출/NNG;증대/NNG,10,19,29,0.3431737760011755,Dovish
환급/NNG,164,243,407,0.4400532864278448,Dovish
핵보유국/NNG,2,16,18,0.0815037718002791,Dovish
구조개혁/NNG,82,106,188,0.5044007009526712,Dovish
프랑/NNG,37,52,89,0.46394454717082,Dovish
추계/NNG,27,39,66,0.4514055053553923,Dovish
대리인/NNG,14,20,34,0.4564211220815634,Dovish
초단/NNG,12,13,25,0.6018740071405232,Dovish
외평채/NNG,85,177,262,0.3131218351649144,Dovish
안내문/NNG,12,14,26,0.5588830066304858,Dovish
거래주체/NNG,18,21,39,0.5588830066304858,Dovish
재인/NNG,4,21,25,0.1241962236956635,Dovish
하향/NNG;추세/NNG,20,20,40,0.6520301744022335,Dovish
상승률/NNG;그치/VV,10,9,19,0.7244779715580372,Dovish
신용등급/NNG;강등/NNG,19,26,45,0.4764835889862476,Dovish
환금성/NNG,24,24,48,0.6520301744022334,Dovish
알선/NNG,8,11,19,0.4742037632016244,Dovish
부수/NNG,11,11,22,0.6520301744022334,Dovish
직종/NNG,5,22,27,0.1481886760005076,Dovish
미화/NNG,12,15,27,0.5216241395217868,Dovish
소비자/NNG;물가/NNG;상승률/NNG;둔화/NNG,26,29,55,0.5845787770502784,Dovish
부실채권/NNG,571,668,1239,0.5573491460833464,Dovish
장기추세/NNG,23,61,84,0.2458474428073995,Dovish
대중화/NNG,44,41,85,0.6997396993584944,Dovish
유휴생산능력/NNG,16,53,69,0.1968392979327497,Dovish
예상밖/NNG;약화/NNG,2,28,30,0.0465735838858738,Dovish
생산함수/NNG,8,11,19,0.4742037632016244,Dovish
fx스왑/NNG,23,37,60,0.4053160543581451,Dovish
수명/NNG,16,24,40,0.4346867829348224,Dovish
평균값/NNG,19,18,37,0.6882540729801354,Dovish
실상/NNG,12,26,38,0.3009370035702616,Dovish
불안/NNG;확대/NNG,10,16,26,0.4075188590013959,Dovish
러시/NNG,12,12,24,0.6520301744022334,Dovish
시켜/VV,7,12,19,0.3803509350679695,Dovish
특가/NNG,13,13,26,0.6520301744022335,Dovish
실리콘/NNG,25,43,68,0.3790873106989729,Dovish
자금조달계획/NNG,10,17,27,0.3835471614130785,Dovish
현금비중/NNG,12,18,30,0.4346867829348222,Dovish
해외진출/NNG,120,115,235,0.6803793124197218,Dovish
추천/NNG,478,452,930,0.6895363348766982,Dovish
선물거래/NNG,13,16,29,0.5297745167018147,Dovish
상임/NNG,41,48,89,0.5569424406352411,Dovish
인도량/NNG,29,33,62,0.5729962138686294,Dovish
신흥/NNG,72,148,220,0.3172038686281136,Dovish
명과/NNG,7,10,17,0.4564211220815634,Dovish
로컬통화/NNG,8,23,31,0.2267931041399073,Dovish
무보증/NNG,328,568,896,0.3765244669083319,Dovish
하향/NNG;등급/NNG;하향/NNG,10,14,24,0.4657358388587382,Dovish
본인/NNG,208,231,439,0.5871094211067731,Dovish
묶이/VV,20,19,39,0.6863475520023511,Dovish
전적/NNG,16,34,50,0.3068377291304628,Dovish
대학가/NNG,7,14,21,0.3260150872011167,Dovish
시프트/NNG,5,15,20,0.2173433914674111,Dovish
부족분/NNG,9,10,19,0.5868271569620102,Dovish
자가/NNG,19,19,38,0.6520301744022335,Dovish
전환율/NNG,55,50,105,0.7172331918424568,Dovish
주택구입자금/NNG,24,50,74,0.312974483713072,Dovish
위쪽/NNG,12,25,37,0.312974483713072,Dovish
박사/NNG,49,45,94,0.7099884121268765,Dovish
증권투자신탁/NNG,7,13,20,0.3510931708319719,Dovish
전치/NNG,13,15,28,0.565092817815269,Dovish
디플레이션/NNG;경기/NNG;침체/NNG,9,9,18,0.6520301744022334,Dovish
통신부/NNG,8,13,21,0.4012493380936822,Dovish
야구/NNG,11,21,32,0.3415396151630747,Dovish
광의/NNG,70,77,147,0.5927547040020305,Dovish
태스크포스/NNG,53,49,102,0.7052571274146607,Dovish
용자/NNG,38,38,76,0.6520301744022335,Dovish
우여곡절/NNG,7,10,17,0.4564211220815634,Dovish
스위프트/NNG,4,40,44,0.0652030174402233,Dovish
배당소득세/NNG,44,52,96,0.551717839878813,Dovish
원화채권/NNG,80,221,301,0.2360290224080483,Dovish
받아들여진다/VV,9,11,20,0.5334792336018274,Dovish
인플레이션/NNG;통제/NNG,9,9,18,0.6520301744022334,Dovish
자유예금/NNG,6,12,18,0.3260150872011167,Dovish
중기업/NNG,10,11,21,0.5927547040020305,Dovish
중중/NNG,5,16,21,0.2037594295006979,Dovish
높/VA;긴축/NNG,15,20,35,0.4890226308016751,Dovish
로컬/NNG,21,40,61,0.3423158415611726,Dovish
부채/NNG;늘/VV,27,25,52,0.7041925883544121,Dovish
상당부분/NNG,302,316,618,0.6231427616122611,Dovish
고금리/NNG;높/VA,15,28,43,0.3493018791440536,Dovish
전망/NNG;확산/NNG,21,22,43,0.622392439202132,Dovish
플래트닝/NNG,134,154,288,0.567350930973372,Dovish
자본총계/NNG,28,29,57,0.6295463752849151,Dovish
보관/NNG,104,102,206,0.6648150797826695,Dovish
반납/NNG,130,130,260,0.6520301744022334,Dovish
구미/NNG,6,16,22,0.2445113154008375,Dovish
내쉬/VV,7,11,18,0.4149282928014213,Dovish
진흥원/NNG,21,32,53,0.4278948019514658,Dovish
무역장벽/NNG,10,18,28,0.3622389857790186,Dovish
답변/NNG,522,649,1171,0.5244372126933219,Dovish
주식자산/NNG,3,14,17,0.1397207516576214,Dovish
루피아/NNG,56,74,130,0.4934282400881767,Dovish
우량기업/NNG,38,50,88,0.4955429325456975,Dovish
기간프리미엄/NNG,16,33,49,0.3161358421344162,Dovish
재정/NNG;부양/NNG,4,22,26,0.1185509408004061,Dovish
금리/NNG;하향/NNG,54,54,108,0.6520301744022334,Dovish
소비/NNG;투자/NNG;내수/NNG;부진/NNG,5,13,18,0.2507808363085513,Dovish
금리/NNG;인하/NNG;제한/NNG,4,21,25,0.1241962236956635,Dovish
오금/NNG,3,21,24,0.0931471677717476,Dovish
이득/NNG,43,55,98,0.5097690454417462,Dovish
재벌/NNG,13,13,26,0.6520301744022335,Dovish
외생변수/NNG,12,18,30,0.4346867829348222,Dovish
긴박/NNG,11,10,21,0.7172331918424568,Dovish
포스/NNG,51,120,171,0.2771128241209492,Dovish
신용스프레드/NNG;확대/NNG,16,29,45,0.3597407858770944,Dovish
대출태도/NNG,48,56,104,0.5588830066304858,Dovish
출처/NNG,10,50,60,0.1304060348804467,Dovish
경제/NNG;상승/NNG,7,14,21,0.3260150872011167,Dovish
자산/NNG;감소/NNG,11,17,28,0.4219018775543863,Dovish
탄탄/NNG;성장/NNG,10,10,20,0.6520301744022335,Dovish
상상/NNG,120,123,243,0.6361269994168132,Dovish
가계/NNG;부채/NNG;부담/NNG,8,10,18,0.5216241395217869,Dovish
매수주체/NNG,26,25,51,0.6781113813783228,Dovish
거촌/NNG,6,11,17,0.3556528224012182,Dovish
약액/NNG,16,35,51,0.2980709368695925,Dovish
순현금/NNG,10,11,21,0.5927547040020305,Dovish
산업군/NNG,17,31,48,0.3575649343496119,Dovish
대출시/NNG,18,17,35,0.6903848905435414,Dovish
수수/NNG,11,35,46,0.2049237690978448,Dovish
억눌렸/VV,7,10,17,0.4564211220815634,Dovish
마이너스금리/NNG,200,370,570,0.3524487429201262,Dovish
사이클/NNG,1221,1280,2501,0.6219756585508806,Dovish
ted스프레드/NNG,25,49,74,0.3326684563276701,Dovish
환시/NNG,50,52,102,0.6269520907713784,Dovish
결정과정/NNG,11,10,21,0.7172331918424568,Dovish
임대주택/NNG,140,138,278,0.6614798870747297,Dovish
부동자금/NNG,18,24,42,0.4890226308016751,Dovish
그냥/MAG,95,122,217,0.5077284144935424,Dovish
브이/NNG,49,50,99,0.6389895709141888,Dovish
범주/NNG,17,17,34,0.6520301744022335,Dovish
안전자산/NNG;선호/NNG;강화/NNG,17,17,34,0.6520301744022335,Dovish
외환당국/NNG,229,200,429,0.7465745496905573,Dovish
직영/NNG,17,20,37,0.5542256482418985,Dovish
달러인덱스/NNG;강세/NNG,5,13,18,0.2507808363085513,Dovish
채권/NNG;발행/NNG;성공/NNG,4,16,20,0.1630075436005583,Dovish
딥러닝/NNG,7,16,23,0.2852632013009771,Dovish
터치/NNG,138,126,264,0.7141282862500653,Dovish
국채/NNG;발행/NNG;늘/VV,8,10,18,0.5216241395217869,Dovish
향유/NNG,10,10,20,0.6520301744022335,Dovish
대내외/NNG;금융시장/NNG;불확실성/NNG,1,17,18,0.0383547161413078,Dovish
화상/NNG,31,38,69,0.5319193528018221,Dovish
채권/NNG;가격/NNG;상승/NNG,29,46,75,0.411062501253582,Dovish
신용공여/NNG,46,53,99,0.5659129815566555,Dovish
금리/NNG;인하/NNG;하향/NNG,8,9,17,0.5795823772464298,Dovish
나열/NNG,12,15,27,0.5216241395217868,Dovish
수신액/NNG,5,13,18,0.2507808363085513,Dovish
다뤄질/VV,8,13,21,0.4012493380936822,Dovish
가수/NNG,11,29,40,0.2473217902905023,Dovish
일본식/NNG,2,15,17,0.0869373565869644,Dovish
지정학/NNG;위험/NNG;증대/NNG,9,8,17,0.7335339462025127,Dovish
대출비율/NNG,10,31,41,0.2103323143233011,Dovish
로드쇼/NNG,6,24,30,0.1630075436005583,Dovish
중도상환수수료/NNG,85,231,316,0.2399245230484409,Dovish
승자/NNG,26,23,49,0.7370775884546988,Dovish
이자/NNG;부담/NNG;줄/VV,15,15,30,0.6520301744022334,Dovish
도매/NNG,128,118,246,0.7072869688431008,Dovish
수요/NNG;진작/NNG,14,13,27,0.7021863416639438,Dovish
중과/NNG,33,30,63,0.7172331918424568,Dovish
급박/NNG,8,9,17,0.5795823772464298,Dovish
부도율/NNG,96,90,186,0.6954988526957157,Dovish
일비/NNG,390,516,906,0.4928135039086648,Dovish
경연/NNG,7,61,68,0.0748231347674694,Dovish
수익성/NNG;오르/VV,8,9,17,0.5795823772464298,Dovish
어쨌든/MAG,9,16,25,0.3667669731012563,Dovish
자인/NNG,7,11,18,0.4149282928014213,Dovish
미지근/NNG,10,11,21,0.5927547040020305,Dovish
오픈런/NNG,9,12,21,0.4890226308016751,Dovish
스스로/NNG,24,35,59,0.4471064053043886,Dovish
특약/NNG,52,46,98,0.7370775884546988,Dovish
수출입금융/NNG,16,19,35,0.5490780416018809,Dovish
예대마진/NNG;축소/NNG,5,13,18,0.2507808363085513,Dovish
우체국/NNG,12,18,30,0.4346867829348222,Dovish
주식펀드/NNG,242,246,488,0.6414280577452867,Dovish
가령/MAG,83,117,200,0.4625513203024391,Dovish
생산성/NNG,245,321,566,0.4976554290608947,Dovish
퇴장/NNG,7,11,18,0.4149282928014213,Dovish
스트레스금리/NNG,4,183,187,0.0142520256699941,Dovish
부동산중개/NNG,15,13,28,0.752342508925654,Dovish
공일/NNG,1,16,17,0.0407518859001395,Dovish
미결/NNG,18,29,47,0.4047083841117311,Dovish
소득/NNG;높/VA,11,32,43,0.2241353724507677,Dovish
통화/NNG;긴축/NNG;선호/NNG,10,10,20,0.6520301744022335,Dovish
최후/NNG,21,21,42,0.6520301744022335,Dovish
물류센터/NNG,114,98,212,0.7584840804270879,Dovish
변동비/NNG,8,9,17,0.5795823772464298,Dovish
설문/NNG,58,57,115,0.6634693002689394,Dovish
저작권/NNG,64,123,187,0.3392677330223004,Dovish
심리/NNG;약화/NNG,7,10,17,0.4564211220815634,Dovish
궁극적/VAX,86,89,175,0.6300516291976638,Dovish
대출/NNG;청약/NNG;철회/NNG,3,16,19,0.1222556577004187,Dovish
특수목적회사/NNG,8,9,17,0.5795823772464298,Dovish
미지급/NNG,7,20,27,0.2282105610407817,Dovish
신종/NNG,124,110,234,0.7350158329625177,Dovish
타임/NNG,23,22,45,0.681667909602335,Dovish
화력/NNG,7,11,18,0.4149282928014213,Dovish
탑승/NNG,8,16,24,0.3260150872011167,Dovish
여신/NNG;성장/NNG,10,9,19,0.7244779715580372,Dovish
중앙값/NNG,24,22,46,0.7113056448024364,Dovish
정부대책/NNG,23,20,43,0.7498347005625685,Dovish
원래/NNG,20,18,38,0.7244779715580372,Dovish
커버리지/NNG,18,31,49,0.378598165781942,Dovish
